WWI_ID,MSNDATE,COUNTRY,SERVICE,UNIT,MDS,TAKEOFFTIME,NUMBEROFPLANESATTACKING,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,FRIENDLYCASUALTIES,ALTITUDE
116,6/6/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,10,,2395,239.5,49.356794,6.167606,"THIONVILLE, METZ-SABLON, MAIZIERES",FRANCE,RAIL & BLAST FURNACE,OCHEY,48.58129185,5.95351696,0,6500
117,6/6/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,6,,8064,1344,49.356794,6.167606,"THIONVILLE, MOULIN-IES-METZ",FRANCE,RAIL,OCHEY,48.58129185,5.95351696,0,10000
118,6/7/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,9,,1910,212.2222222,49.7,6.583333,CONZ,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
119,6/7/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,4,,908,227,49.356794,6.167606,THIONVILLE,FRANCE,RAIL STN & SIDINGS,AZELOT,48.5941522,6.2420764,0,6500
120,6/8/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2698,245.2727273,49.356794,6.167606,THIONVILLE,FRANCE,RAIL SIDINGS,AZELOT,48.5941522,6.2420764,0,10000
121,6/8/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,9,,2046,227.3333333,51.9691868,5.6653948,HAGENDINGEN,GERMANY,FACTORIES & RAIL SIN,AZELOT,48.5941522,6.2420764,0,6500
122,6/8/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,9,,2040,226.6666667,49.115461,6.175875,METZ-SABLON,FRANCE,RAIL STN,AZELOT,48.5941522,6.2420764,0,8700
123,6/9/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,12,,2736,228,48.5812458,10.4953485,DILLINGEN,AUSTRIA,FACTORIES & STATION,AZELOT,48.5941522,6.2420764,0,6500
124,6/9/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1362,227,51.9691868,5.6653948,HAGENDINGEN,GERMANY,RAILWAYS & FACTORIES,AZELOT,48.5941522,6.2420764,0,8700
125,6/12/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,6/12/18 16:20,8,8 KILO BOMBS,1408,176,49.284483,5.700448,DOMMARY-BARONCOURT,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,10000
126,6/12/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,2736,456,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAY TRIANGLE,AZELOT,48.5941522,6.2420764,0,10000
127,6/12/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,11,,2394,217.6363636,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAY STN,AZELOT,48.5941522,6.2420764,0,8700
128,6/13/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,12,,2998,249.8333333,45.538718,4.675828,TREVES,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,1,10000
129,6/13/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,9,,2052,228,48.5812458,10.4953485,DILLINGEN,AUSTRIA,USINES DILLENQER HUTTON W,AZELOT,48.5941522,6.2420764,0,10000
130,6/13/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,8,,1828,228.5,51.9691868,5.6653948,HAGENDINGEN,GERMANY,RAILWAYS & FACTORIES,AZELOT,48.5941522,6.2420764,0,8700
131,6/14/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,6/14/18 17:50,5,8 KILO BOMBS,1390.4,278.08,49.164419,5.875534,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,12025
132,6/18/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,6/18/18 18:17,5,115 MM,1540,308,49.165617,5.879407,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,14625
133,6/23/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2622,238.3636364,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
134,6/23/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,12,,2736,228,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
135,6/23/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,10,,2276,227.6,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,8700
136,6/23/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,5,,10098,2019.6,48.152448,2.202988,BOULAY. EHRANG,FRANCE,AERODROME. RAIL JTN,ALQUINES,50.74335342,1.997103095,0,10000
137,6/24/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,10,,2328,232.8,49.115461,6.175875,METZ-SABLON & DILLINQEN,FRANCE,RAILWAYS & FOUNDARIES,AZELOT,48.5941522,6.2420764,0,10000
138,6/24/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,10,,2276,227.6,48.5812458,10.4953485,DILLINGEN & SAARBRUCKEN,AUSTRIA,FACTORIES S RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
139,6/24/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,9,,2052,228,49.233333,7,SAARBRUCKEN,GERMANY,RAILWAY,AZELOT,48.5941522,6.2420764,0,6500
140,6/25/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,6/25/18 9:46,4,115 MM,1408,352,49.159152,5.887354,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13000
141,6/25/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,7,,1592,227.4285714,49.0080848,8.4037563,KARLSRUHE,GERMANY,MUNITIONS FACTORIES,AZELOT,48.5941522,6.2420764,1,8700
142,6/25/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,15,,4747,316.4666667,48.152448,2.202988,BOULAY,FRANCE,AERODROME; RAIL JIN,OCHEY,48.58129185,5.95351696,0,8700
143,6/25/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,5,,6720,1344,49.115461,6.175875,METZ-SABLON,FRANCE,RAIL TRIANGLE & STN,OCHEY,48.58129185,5.95351696,0,10000
144,6/26/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,10,,2532,253.2,49.0080848,8.4037563,KARISRUHE,GERMANY,RAILWAY WORKSHOPS,AZELOT,48.5941522,6.2420764,0,10000
145,6/26/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1362,227,49.0080848,8.4037563,KARLSRUHE,GERMANY,RAILWAY STNS & FACTORIES,AZELOT,48.5941522,6.2420764,0,10000
146,6/26/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,3,,684,228,49.0080848,8.4037563,KARLSRUHE,GERMANY,RAILWAY STN,AZELOT,48.5941522,6.2420764,1,6500
147,6/26/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,6,,1860,310,48.152448,2.202988,BOULAY,FRANCE,AERODROME,OCHEY,48.58129185,5.95351696,0,8700
148,6/26/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,NIGHT,4,,5376,1344,48.152448,2.202988,"BOULAY, MANNHEIM, SAARBRUCKEN",FRANCE,"AERODROME, RAIL, BASF",ROVILLE-AUX-CH_NES,48.382848,6.62454128,0,10000
149,6/27/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2628,238.9090909,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAY WORKSHOPS,AZELOT,48.5941522,6.2420764,0,10000
150,6/27/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,11,,2506,227.8181818,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAY WORKSHOPS & STN,AZELOT,48.5941522,6.2420764,1,10000
151,6/27/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,5,,1132,226.4,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAY WORKSHOPS,AZELOT,48.5941522,6.2420764,0,6500
152,6/27/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,5,,1548,309.6,48.152448,2.202988,"BOULAY, METZ-SABLON, CONTILLON",FRANCE,"AERODROME, RAIL, TRAIN",OCHEY,48.58129185,5.95351696,0,6500
153,6/28/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,9,,1856,206.2222222,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,6500
154,6/29/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,10,,2364,236.4,49.488333,8.464722,MANNHEIM,GERMANY,BASF,AZELOT,48.5941522,6.2420764,0,10000
155,6/29/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,12,,3804,317,49.115461,6.175875,"FRESCATY, BOULAY",FRANCE,AERODROMES,OCHEY,48.58129185,5.95351696,0,8700
156,6/29/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,6,,7952,1325.333333,49.488333,8.464722,"MANNHEIM, THIONVILLE, METZ-SABLON",GERMANY,"BASF, RAIL TARGETS",OCHEY,48.58129185,5.95351696,0,6500
157,6/30/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,8,,1854,231.75,48.813288,7.79125,HAGENAU,GERMANY,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
158,6/30/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1362,227,48.813288,7.79125,HAGENAU,GERMANY,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
159,6/30/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,9,,2276,252.8888889,49.193507,8.11288,LANDAU,GERMANY,RAIL STN AND BARRACKS,AZELOT,48.5941522,6.2420764,1,6500
160,6/30/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,14,,3944,281.7142857,48.152448,2.202988,"BOULAY, THIONVILLE, REMILLY",FRANCE,"AERODROME, RAIL",OCHEY,48.58129185,5.95351696,0,6500
161,6/30/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,7,,9408,1344,49.488333,8.464722,MANNHEIM,GERMANY,"BASF, RAIL TARGETS",OCHEY,48.58129185,5.95351696,0,6500
162,7/1/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2420,220,49.7022517,6.58261299,"KARTHAUS, TREVES",ITALY,"RAILWAY, WORKSHOPS. SIN",AZELOT,48.5941522,6.2420764,0,10000
163,7/1/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1356,226,49.7022517,6.58261299,KARTHAUS,ITALY,RAILWAYS S WORKSHIPS,AZELOT,48.5941522,6.2420764,0,10000
164,7/1/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,4,,1362,340.5,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAY STATION,AZELOT,48.5941522,6.2420764,2,6500
165,7/1/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,14,,3292,235.1428571,48.152448,2.202988,BOULAY AND FALKENBURG,FRANCE,AERODROME & RAIL STN,OCHEY,48.58129185,5.95351696,0,8700
166,7/1/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,5,,6720,1344,49.488333,8.464722,MANNHEIM & THIONVILLE,GERMANY,BASF AND RAIL WORKS,OCHEY,48.58129185,5.95351696,0,6500
167,7/2/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,9,,2078,230.8888889,50.3566962,7.5996166,COBLENZ,GERMANY,RAILWAY SIDINGS,AZELOT,48.5941522,6.2420764,0,10000
168,7/2/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1368,228,45.538718,4.675828,TREVES,FRANCE,RAILWAY STN,AZELOT,48.5941522,6.2420764,0,10000
169,7/3/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,4,,824,206,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
170,7/5/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2610,237.2727273,50.3566962,7.5996166,COBLENZ,GERMANY,RAILWAY SIDINGS,AZELOT,48.5941522,6.2420764,0,10000
171,7/5/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1312,218.6666667,49.233333,7,SAARBRUCKEN,GERMANY,STATIONS & FACTORIES,AZELOT,48.5941522,6.2420764,0,10000
172,7/5/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,4,,908,227,50.291002,2.777535,ARRAS,FRANCE,VILLAGE,AZELOT,48.5941522,6.2420764,0,6500
173,7/6/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,12,,2774,231.1666667,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
174,7/6/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1362,227,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
175,7/6/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1698,283,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAY STN,AZELOT,48.5941522,6.2420764,0,8700
176,7/6/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,9,,2468,274.2222222,49.133333,9.983333,SAARBURG & MAME CANAL,GERMANY,"RAIL JTN, CONVOY",OCHEY,48.58129185,5.95351696,0,8700
177,7/6/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,3,,4032,1344,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,OCHEY,48.58129185,5.95351696,0,10000
178,7/7/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1362,227,49.4446997,7.7690041,KAISERSLAUTERN,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
179,7/7/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,5,,1132,226.4,49.4446997,7.7690041,KAISERSLAUTERN,GERMANY,RAIL STN & FACTORIES,AZELOT,48.5941522,6.2420764,2,6500
180,7/8/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,12,,2784,232,,,S. LUXEMBOURG,LUXEMBOURG,RAILWAY,AZELOT,48.5941522,6.2420764,0,9999
181,7/8/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1272,212,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
182,7/8/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,4,,824,206,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,6500
183,7/8/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,4,,824,206,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,6500
184,7/8/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,11,,3132,284.7272727,48.152448,2.202988,"BOULAY, VALLIERES, FALKNBRG",FRANCE,"AERODROM E ,TRAINS",OCHEY,48.58129185,5.95351696,0,8700
185,7/8/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,NIGHT,3,,3920,1306.666667,52.823785,8.8519121,FREISDORF & BOULAY,GERMANY,AERODROMES,ROVILLE-AUX-CH_NES,48.382848,6.62454128,0,10000
186,7/10/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,7/10/18 18:05,6,115 MM,0,0,49.159152,5.887354,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,UP TO 11:30 PM HAVE NOT RETURNED AND NO WORD RECEIVED ON THE WHEREABOUTS OF ANY OF THEM.,13000
187,7/11/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,12,,2778,231.5,48.45,7.916667,OFFENBURG,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
188,7/11/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,10,,2503,250.3,48.152448,2.202988,"BOULAY, ST AUOLD",FRANCE,"AERODROMES, VILLAGE",OCHEY,48.58129185,5.95351696,0,8700
189,7/11/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,4,,5376,1344,52.823785,8.8519121,FREISDORF & BOULAY,GERMANY,AERODROMES,OCHEY,48.58129185,5.95351696,0,10000
190,7/12/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,10,,2314,231.4,49.233333,7,SAARBRUCKEN,GERMANY,RAILWAY SIDINGS,AZELOT,48.5941522,6.2420764,0,10000
191,7/15/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2504,227.6363636,48.45,7.916667,OFFENBURG,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
192,7/15/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,7,,1592,227.4285714,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
193,7/16/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,6,,1412,235.3333333,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
194,7/16/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,12,,2718,226.5,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
195,7/16/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,12,,3064,255.3333333,51.9691868,5.6653948,HAGENDINGEN & HAM,GERMANY,BLAST FURNACES & RAIL JTN,OCHEY,48.58129185,5.95351696,0,6500
196,7/16/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,3,,4032,1344,49.233333,7,SAARBRUCKEN & DIEUZE,GERMANY,BURBACH WORKS & AERODROME,OCHEY,48.58129185,5.95351696,0,10000
197,7/17/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2538,230.7272727,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
198,7/17/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,6,,1350,225,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
199,7/18/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,11,,5190,471.8181818,48.152448,2.202988,"BOULAY, FALKENBURG",FRANCE,"VILLAGE, AERODROME, RAIL",OCHEY,48.58129185,5.95351696,0,8700
200,7/18/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,6,,7640,1273.333333,49.233333,7,"SAARBRUCKEN, MANNHEIM",GERMANY,"BASF, BLAST FURNACES, RAIL",OCHEY,48.58129185,5.95351696,0,6500
201,7/19/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,8,,1916,239.5,48.033333,12.083333,OBERNDORF,GERMANY,MUNITION WORKS,AZELOT,48.5941522,6.2420764,0,10000
202,7/19/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,14,,4868,347.7142857,48.152448,2.202988,"BOULAY, FREISDORF, SAAR",FRANCE,"AERODROMES, RAIL",OCHEY,48.58129185,5.95351696,0,8700
203,7/19/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,5,,6720,1344,49.488333,8.464722,MANNHEIM & SAARBRUCKEN,GERMANY,"BASF, LANZ, GB, BURBACH WRK",OCHEY,48.58129185,5.95351696,1,6500
204,7/20/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2548,231.6363636,48.033333,12.083333,OBERNDORF,GERMANY,MUNIFION WORKS,AZELOT,48.5941522,6.2420764,2,10000
205,7/20/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,10,,2270,227,48.45,7.916667,OFFENBURG,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,1,10000
206,7/21/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,17,,5070,298.2352941,48.152448,2.202988,"BOULAY, FREISDORF",FRANCE,AERODROMES & RAIL,OCHEY,48.58129185,5.95351696,0,8700
207,7/21/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,4,,5600,1400,49.488333,8.464722,"MANNHEIM, ZWEIBRKN",GERMANY,"BASF, RAIL, FACTORY",OCHEY,48.58129185,5.95351696,0,6500
208,7/22/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,10,,2302,230.2,48.1666854,8.6279301,ROTTWEIL,GERMANY,POWDER FACTORY,AZELOT,48.5941522,6.2420764,0,10000
209,7/22/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,12,,2724,227,48.45,7.916667,OFTENBURG,GERMANY,RAIL STN,AZELOT,48.5941522,6.2420764,0,10000
210,7/22/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,15,,3402,226.8,48.152448,2.202988,BOULAY AND LESSE,FRANCE,"AERODROME, VILLAGE, RAIL",OCHEY,48.58129185,5.95351696,0,6500
211,7/22/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,2,,2696,1348,49.049131,6.754021,"VAHL EBERSING, MORHANGE",FRANCE,AERODROMES,OCHEY,48.58129185,5.95351696,0,6500
212,7/25/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,17,,4768,280.4705882,48.152448,2.202988,"BOULAY, FREISDORF, MORHANGE",FRANCE,AERODROMES & 3 TRAINS,OCHEY,48.58129185,5.95351696,0,6500
213,7/25/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,8,,11441,1430.125,48.45,7.916667,"OFFENBURG, BUHL",GERMANY,RAIL AND AERODROMES,OCHEY,48.58129185,5.95351696,0,6500
214,7/29/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,9,,2626,291.7777778,48.152448,2.202988,"BOULAY, MORHANGE, REMILLY",FRANCE,AERODROMES & RAIL,OCHEY,48.58129185,5.95351696,0,6500
215,7/29/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,7,,9968,1424,48.766667,9.183333,STUTTGART,GERMANY,"FACT, RAIL, AERODROME",OCHEY,48.58129185,5.95351696,0,6500
216,7/30/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,10,,2364,236.4,48.45,7.916667,OFFENBURG,GERMANY,RAILWAY SIDINGS,AZELOT,48.5941522,6.2420764,0,10000
217,7/30/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,8,,1810,226.25,48.3427939,7.8775617,LAHR,GERMANY,RAIL STATION,AZELOT,48.5941522,6.2420764,1,10000
218,7/30/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,4,,6272,1568,48.766667,9.183333,STUTTGART & HAGENAU,GERMANY,"MAGNETO WRKS, TOWN, RAIL",OCHEY,48.58129185,5.95351696,0,10000
219,7/31/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,10,,2358,235.8,50.3566962,7.5996166,COBLENZ,GERMANY,FACTORIES & BARRACKS,AZELOT,48.5941522,6.2420764,0,10000
220,7/31/18,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,DAY,5,,1362,272.4,49.233333,7,SAARBRUCKEN,GERMANY,RAIL STN & FACTORIES,AZELOT,48.5941522,6.2420764,7,10000
221,7/31/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,12,,2512,209.3333333,49.233333,7,SAARBRUCKEN,GERMANY,RAIL SIDINGS & FACTORIES,AZELOT,48.5941522,6.2420764,0,6500
222,8/1/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,8/1/18 16:06,9,115 MM,2112,234.6666667,49.162052,5.887931,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,13000
223,8/1/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2358,214.3636364,50.7998461,6.486958,DUREN,GERMANY,RAILWAYS & FACTORIES,AZELOT,48.5941522,6.2420764,0,10000
224,8/1/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,10,,2282,228.2,45.538718,4.675828,TREVES,FRANCE,"RAILWAYS, SHOPS, SIDINGS",AZELOT,48.5941522,6.2420764,1,6500
225,8/8/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,11,,2364,214.9090909,49.268728,6.105488,WALLINGEN,FRANCE,WALLINGEN FACTORY,AZELOT,48.5941522,6.2420764,0,10000
226,8/11/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,8/11/18 10:30,9,115 MM,1144,127.1111111,49.454543,5.605391,LONGUYON,FRANCE,RAILROAD TRACKS,"AMANTY, FRANCE",,,NONE,14625
227,8/11/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,4,,902,225.5,48.915636,8.007115,BUHL AND METZ-SABLON,FRANCE,AERODROME & RAIL TRIANGLE,AZELOT,48.5941522,6.2420764,0,10000
228,8/11/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,10,,2506,250.6,49.0080848,8.4037563,KARLSRUHE,GERMANY,RAIL STATION,AZELOT,48.5941522,6.2420764,1,10000
229,8/11/18,UK,RAF,NO. 100 SQDN,FE2B,NIGHT,2,,624,312,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,0,8700
230,8/11/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,NIGHT,1,,1344,1344,48.915636,8.007115,BUHL,FRANCE,AERODROME,OCHEY,48.58129185,5.95351696,0,6500
231,8/12/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,8/12/18 17:30,6,115 MM,1320,220,49.167381,5.873951,CONFLANS,FRANCE,RAIL YARDS,"AMANTY, FRANCE",,,NONE,14300
